Campaign ID,Ad group ID,Keyword ID,Keyword / Placement,Criteria Type,Impressions,Clicks,Cost
601207815,29024697380,171755471060,europei tv sat,Keyword,0,0,0
124397060,4511767460,48928826180,digitale terrestre satellitare canale fox,Keyword,0,0,0
124397060,4511768300,636590007,segnale digitale terrestre,Keyword,0,0,0
177849260,9860712260,2316247227,www.gadgetblog.it,Placement,0,0,0
177849260,9860712020,62074649060,www.leggo.it/SPETTACOLI/TELEVISIONE/grande_fratello_incendio_casa/notizie/407501.shtml,Placement,0,0,0
177849140,9851203460,51382181592,canale 501 rai hd,Keyword,0,0,0
166058180,9082561220,60883027460,e previsto stasera la caduta del satellite,Keyword,0,0,0
213353060,15110722580,74547025700,www.liberoquotidiano.it/news/politica/11628114/Bianconi--tesoriere-Pdl--.html,Placement,0,0,0
166058180,9082561460,163940099,programmi tv serali,Keyword,0,0,0
601207815,29052242780,173768308100,"+europei +4K",Keyword,0,0,0
213353060,15110722220,276834988,flysat.com,Placement,0,0,0
629570633,31453200860,94104724648,biglietti olimpiadi 2016,Keyword,0,0,0
124397060,4511767460,47700712820,ricevitore digitale tv sat combo,Keyword,0,0,0
124397060,4511767220,46468425500,canale tv sat rtl,Keyword,0,0,0
213596180,15118173500,11236825426,film gratis online,Keyword,0,0,0
124397060,4511768300,47938085636,copertura digitale terrestre liguria,Keyword,0,0,0
213596180,15118173500,74902822460,lista film on demand sky,Keyword,0,0,0
601207815,29024697380,239160543917,gironi qualificazioni euro 2016,Keyword,0,0,0
124397060,4511768300,29473156181,repubblica tv digitale terrestre,Keyword,0,0,0
124397060,4511767460,48928826900,problemi sul digitale satellitare,Keyword,0,0,0
166058300,9082562300,35778760208,cosacestaseraintv.it,Placement,0,0,0
166058180,9082561220,12035123286,trasmissioni tv stasera,Keyword,0,0,0
124397060,4511767220,46468427900,non mi funziona piu la smart card tvsat all estero,Keyword,0,0,0
213596180,15118173740,432043270,infinity tv,Keyword,0,0,0
124397060,4511767460,17888919963,digitale satellitare tv sat,Keyword,0,0,0
124397060,4511767220,14186269352,smart card tivusat,Keyword,0,0,0
124397060,4511767220,48927047780,canali 73 di tivùsat,Keyword,0,0,0
213353060,15110722100,453207749,digital-forum.it,Placement,0,0,0
124397060,4511767220,46237046780,tv sat mediaset premium,Keyword,0,0,0
213353060,15110722580,74547025820,www.liberoquotidiano.it/news/politica/11628719/-Caro-Passera---da.html,Placement,0,0,0
166058180,9082561460,163943199,programmi tv settimana,Keyword,0,0,0
124397060,4511768060,29419459654,film di stasera in tv,Keyword,0,0,0
177849140,9851203460,95370612980,rai hd 101,Keyword,0,0,0
124397060,4511767460,29204038899,piattaforma tivu sat,Keyword,0,0,0
213596180,15118173500,70172578067,raitv replay,Keyword,0,0,0
124397060,4511768060,8531327021,guida programmi tv digitale,Keyword,0,0,0
124397060,4511768060,50524248500,programmi canale 39 digitale terrestre,Keyword,0,0,0
629570633,31453200860,186332000420,olimpiadi mediaset premium,Keyword,0,0,0
213596180,15118173740,2576675778,tv infinity,Keyword,0,0,0
124397060,4511768060,46238071940,programmi per ragazzi sul digitale terrestre,Keyword,0,0,0
177849140,9851203580,12209355724,decoder hd prezzi,Keyword,0,0,0
124397060,4511767220,11523929946,tivu tv,Keyword,0,0,0
124397060,4511767220,46468431140,tivu srl roma,Keyword,0,0,0
124397060,4511767460,48928825940,come sintonizzare tv sat,Keyword,0,0,0
629570633,31453200860,7170937069,olimpiadi sky,Keyword,0,0,0
124397060,4511767220,39790420572,tivu al,Keyword,0,0,0
213353060,15110722580,74547024740,www.liberoquotidiano.it/news/politica/11625136/Forza-Italia--il-parere-dei.html,Placement,0,0,0
177849260,9851204300,61380526220,www.iltempo.it/cultura-spettacoli,Placement,0,0,0
124397060,4511767700,47700112460,marcopolo decoder tv sat,Keyword,0,0,0
601207815,29052242780,182240374580,"+italia +spagna +hd",Keyword,0,0,0
124397060,4511767220,46237044740,canali tedeschi tvsat,Keyword,0,0,0
166058180,9082561820,47947024316,digitale satellitare canali in chiaro,Keyword,0,0,0
166120940,9082895780,14873813653,ilfattoquotidiano.it,Placement,0,0,0
124397060,4511768060,49352715860,programma giallo digitale terrestre,Keyword,0,0,0
166058180,9082561100,24253337517,la nuova guida,Keyword,0,0,0
213353060,15110722700,74547134180,www.macitynet.it/os-x-10-10-yosemite-10-come-numero-delle-novita-importanti-incorpora,Placement,0,0,0
213596180,15118173380,143083560,tv interattiva,Keyword,0,0,0
124397060,4511767460,47700712340,italia uno hd digitale terrestre satellite,Keyword,0,0,0
166058180,9082561100,24213778981,guida tv la7d,Keyword,0,0,0
124397060,4511767700,38791870,parabola,Keyword,0,0,0
177849140,9851203460,38550900042,rai 2 hd,Keyword,0,0,0
166058180,9082561460,1053522862,programmi digitale terrestre,Keyword,0,0,0
124397060,4511767700,46237700900,satellite orbassano,Keyword,0,0,0
124397060,4511767220,46237044860,cremona 1 tv,Keyword,0,0,0
